"BIC","LEI"
"AGFGBEBBXXX","549300IHBDUTUNQJJB79"
"AGFMFRP1XXX","5299001WBR4QI7EPEM68"
"AGFOFR21XXX","969500NMI4UP00IO8G47"
"AGFRITM1XXX","81560099BA91BAAD9A88"
"AGFSFR21XXX","969500ZTDIB6Y5JZXK80"
"AGGBDE51XXX","39120001KQRWX38NNJ75"
"AGGSFRP1XXX","969500AISJ9PCQJEPS70"
"AGGTFRP1XXX","969500ID5BY6DIQOAZ73"
"AGHLSGSGXXX","30030045FN9T6J3KED27"
"AGHOGB21XXX","8945009GFFJ8KXHYMN59"
"AGIAFRP1XXX","969500ZY4YHADNB5Z404"
"AGIDDEFFXXX","OJ2TIQSVQND4IZYYK658"
"AGIGUS33XXX","549300KOLY0319FWUU47"
"AGILUS6SXXX","QUIX8Y7A2WP0XRMW7G29"
"AGIMGB21XXX","2138003SR8NMDONGQQ76"
"AGISMYK1XXX","254900G2GJ5ALGGRNB04"
"AGITIE21XXX","5493003X7BS0LKDDBL15"
"AGIUNL22XXX","724500IGHWT151LMQ276"
"AGKFHUH1XXX","529900LC2PT3BE698348"
"AGLIAEAAXXX","25490000F44JLXQKGP81"
"AGLTGB21XXX","549300TBMDO3C0F5EB42"
"AGMAFRP1XXX","969500K59WA6SGV1YD65"
"AGMBIT21XXX","8156004CC118B7885065"
"AGMOMNUBXXX","254900MHP3OONDWV9H02"
"AGMRITR1XXX","8156008E35A49E92F998"
"AGMSITR1XXX","815600D539F2C20CB578"
"AGNEFR21XXX","96950089RBKIYIDUPA18"
"AGOBMYKLXXX","254900G2GJ5ALGGRNB04"
"AGOMIT21XXX","8156003F032ADB520C20"
"AGOUITM1XXX","815600F37471C4E69D64"
"AGPRFR21XXX","969500ZR2476EQECWI96"
"AGPYGB22XXX","98450000B02D137A7292"
"AGRFHUH1XXX","5299002YV1MDDOZJVI19"
"AGRGFRP1XXX","969500PIORK1D12IOW02"
"AGRHLUL1XXX","222100RHVHGHNBQ4VV91"
"AGRICHGGXXX","549300D12H7JTV5GQM89"
"AGRICHGXXXX","549300YS0Y8HCSHTHN07"
"AGRIEGCXXXX","549300EP6V6LBXH4SE65"
"AGRIFRP1EFG","969500HQXNML1DTRBT51"
"AGRIFRP1HLS","969500C9913Z7PKUGB44"
"AGRIFRP1PSS","969500CN2FOU71HFHW51"
"AGRIFRPIXXX","96950010FL2T1TJKR531"
"AGRIFRPP802","969500LLFVCIVUFVMK94"
"AGRIFRPP810","9695005FT3RGI6WWJ534"
"AGRIFRPP812","969500KWT26BST7DUO80"
"AGRIFRPP813","969500VSI0Q11PB93327"
"AGRIFRPP817","969500WME8Y1C3PFJO94"
"AGRIFRPP820","9695004NR7T2BKZFQL03"
"AGRIFRPP822","9695005GXM695D8LUY58"
"AGRIFRPP824","9695006R5WWBX118FA17"
"AGRIFRPP825","969500E6PTIKAVW46P28"
"AGRIFRPP829","96950008DNO3H80I0682"
"AGRIFRPP831","969500VME9AAR39CTQ60"
"AGRIFRPP833","969500X8MO6M37C47827"
"AGRIFRPP835","969500A3Y5KTGJEMDZ32"
"AGRIFRPP836","969500I60Z80FT66CR93"
"AGRIFRPP839","969500DRY71IGWG0L656"
"AGRIFRPP844","9695000P6V7QBJL4NW96"
"AGRIFRPP845","969500KBBNBZ7MIZAX74"
"AGRIFRPP847","969500B5DNR7Q1ACGD23"
"AGRIFRPP848","96950001JKROZEF62G96"
"AGRIFRPP860","9695008F57RGP8WJVD09"
"AGRIFRPP861","969500XM9XYLLPWS3X80"
"AGRIFRPP866","SQEISV1ELQFV4EDRBN58"
"AGRIFRPP867","969500FF9M4SBM5VHR15"
"AGRIFRPP868","969500AGACQ54Q3UF243"
"AGRIFRPP869","969500M0I766TJINXO92"
"AGRIFRPP871","969500GCBQ50LL4N4X78"
"AGRIFRPP872","969500VCC5OCQHSHU906"
"AGRIFRPP878","969500WJ4V0WNG8Q5L42"
"AGRIFRPP879","9695003KLVYC6WLE4F19"
"AGRIFRPP881","969500ORP9FTJYI28L37"
"AGRIFRPP882","969500PI25OKPKTD9364"
"AGRIFRPP883","9695003BBN1S4HV82514"
"AGRIFRPP887","969500FYEXW795NPJO79"
"AGRIFRPP891","969500CP6UARAMYIGY51"
"AGRIFRPP894","969500BQ4JYX8980ZJ22"
"AGRIFRPP895","969500URVFX2P87A8306"
"AGRIFRPP907","969500SKXA3PHVM2FQ66"
"AGRIFRPPXXX","969500TJ5KRTCJQWXH05"
"AGRIGPGXXXX","969500NUI273XLGK9751"
"AGRIHKHSXXX","2138009CXUOQZ3WWFP41"
"AGRIJPJ1XXX","549300T4TIA794YJ6U44"
"AGRILULAXXX","549300UA2M7UCJX8SE64"
"AGRIMQMXXXX","969500SAHI7IJX8TRZ82"
"AGRIPLPRXXX","259400HDEOLMZRULAI41"
"AGRIRERXXXX","969500SRQKP7167VWF70"
"AGRIUAUKXXX","254900R8KQ5EDNRHKY17"
"AGRKMTMTXXX","213800BJFRCI88UOLL93"
"AGRLFR22XXX","969500GDYGB7Y20PP765"
"AGRNMD2XXXX","254900B52ULZDEBJ3043"
"AGROGTGCXXX","549300LCTN5FC5FYWG51"
"AGRSFR21XXX","969500YNB5DXL7U1IZ53"
"AGRVNL21XXX","724500VM8HP5Q7HXS489"
"AGRXATWWXXX","5299006C0EVA5LAYOR30"
"AGRYRUM1XXX","253400UW6BJW3A8AVT52"
"AGSGITR1XXX","815600CC056C16AED440"
"AGSOESMMXXX","9598004A3FTY3TEHHN09"
"AGSRNOK1XXX","2138005DRCU66B8BNY04"
"AGTSIT21XXX","815600B78DDCD369D765"
"AGVEIT21XXX","815600D77F6DB00A2221"
"AGVLIT21XXX","8156005B10B218AE5596"
"AGVSITM1XXX","81560035CBCCF3A98431"
"AGZRHUH1XXX","529900GQ606W47A5RG90"
"AHBKNL2GXXX","724500AH42V5X8BCPE49"
"AHIFHUH1XXX","213800DQISR6G49WXI83"
"AHLFFR22XXX","969500AIOJG7FHMDYZ30"
"AHLPGB2LXXX","549300LPS48DJ96NXT15"
"AHLULUL2XXX","2221000MD2YP7WLTNC52"
"AHOLNL22XXX","724500C9GNBV20UYRX36"
"AHPAES21XXX","9598005VGQZ540VDLW82"
"AHPMGB21XXX","549300UF7BYC77B8W379"
"AHSAFR21XXX","9695008GS04QJBETA603"
"AHSRITM2XXX","815600E02BA7124AEA35"
"AHSSIT21XXX","815600F69D29C8055243"
"AHSUUS33XXX","549300SESPCA0RZZE358"
"AIAAUS3PXXX","549300MJ0Y817D63DD96"
"AIACHKHCXXX","RU6VTXUC5TNXNI3V7Y80"
"AIACIDJAXXX","549300PSGUCZV4QKZQ41"
"AIACMYKLXXX","549300E6FQ4TLWHME718"
"AIACPHMMXXX","54930002LN93NOB84W02"
"AIACSGSGXXX","2138001E2ZEL8AVW7O94"
"AIBEMYK1XXX","549300E6FQ4TLWHME718"
"AIBKIE2DXXX","3U8WV1YX2VMUHH7Z1Q21"
"AIBKIE2EXXX","635400HAZINIQWXBII49"
"AIBKIE31XXX","635400HAZINIQWXBII49"
"AICHJPJNXXX","353800ZI732QIENETJ94"
"AICIPR22XXX","2138009A2ADI4STS9925"
"AICUIE21XXX","635400CU89FPCEPOC853"
"AIDEITM2XXX","894500JWA2RPQOLJEB59"
"AIDLUS62XXX","54930091S3HLMLL2VG47"
"AIEPSGSGXXX","254900RT6N9Q5Z153X23"
"AIEUGB21XXX","5493003X7BS0LKDDBL15"
"AIFCPTP1XXX","549300XLHV5OCI7BXT94"
"AIFMHUH1XXX","529900D0PNF8K42XIT22"
"AIFUHKH1XXX","3003002H8WM2EO2GX880"
"AIGCHKH1XXX","549300CIBBKSZEO8G385"
"AIGCIE21XXX","5493003X7BS0LKDDBL15"
"AIGFUS33XXX","9PO87UV78U1JHLR68X04"
"AIGGJPJ1XXX","549300MBUKKK7VBYA149"
"AIGIUS33XXX","549300UE1DRCK5TSEC35"
"AIGJJPJTXXX","549300O1HO5F5JL8T923"
"AIGOGB21XXX","5493008710KTW7VU8B36"
"AIGXUS33XXX","ODVCVCQG2BP6VHV36M30"
"AIHKHKH1XXX","254900J40IOSMRZ21V75"
"AIHPSGS1XXX","549300O4DODKF0NGEX65"
"AIIBAZ2XXXX","5299002VV7U9J9VYOD44"
"AIILUS31XXX","549300AT4OLE6P7NTD88"
"AIISFRP1XXX","969500Q86MJJGYO2GR13"
"AIITITR1XXX","815600DF4A51BF6EF729"
"AIKACH22XXX","529900SW9US5XB40Q114"
"AIKBRS22XXX","747800E024LGFACHF951"
"AIKGDED1XXX","529900G3VI28NX94H915"
"AILIHKK2XXX","254900TGSOUPUK2IGW74"
"AILULUL1XXX","549300VDFSH9FM8SIK15"
"AIMAUS4HXXX","O37NHJVF7S22I1ONOU83"
"AIMBIE21XXX","549300CGO72ED3XVUZ04"
"AIMCCA61XXX","549300211OPKUEMQ9F64"
"AIMCCA66XXX","549300211OPKUEMQ9F64"
"AIMEFRP1XXX","549300VYZF885BRODS38"
"AIMFITM1XXX","81560084064B0C896E12"
"AIMGAU21XXX","549300ZRNEMNQKP28436"
"AIMIJPJ1XXX","549300MBUKKK7VBYA149"
"AIMLGB21XXX","213800RHZ63F9LBR3968"
"AIMSGB21XXX","2138007SX6JDAUVXLI53"
"AINAUS41XXX","54930016JCCSDQVZBE19"
"AINBEGCAXXX","549300QSSBTJGX05TF19"
"AINFCNBJXXX","25490065OSV2524LCR32"
"AINHNL22XXX","724500FH0D6K3YH7TS78"
"AINLUS42XXX","549300N7SPGY7D0EVA06"
"AINSNL22XXX","724500P58VMJCR42MH66"
"AINYUS31XXX","549300IXPCRIG6GX2F40"
"AIPCUS31XXX","549300GM4U2N91LN4698"
"AIPIITM1XXX","815600807B866042D307"
"AIPMMYK1XXX","254900ZJAPW03APJLK09"
"AIPOPLP1XXX","549300PXHEWNAGPV0398"
"AIPSITM1XXX","8156001876953F517B54"
"AIPTAU32XXX","254900I5RXUAW6X2GH89"
"AIRACZPPXXX","31570010000000049662"
"AIRBFR22XXX","529900FCMZ4LKXFD0R69"
"AIRBNL22XXX","MINO79WLOO247M1IL051"
"AIRCCNBJXXX","213800I9TWC9K22N4502"
"AIRFFRPPXXX","969500AQW31GYO8JZD66"
"AIRRHKHHXXX","984500F3E67C1D6D1486"
"AISBPS22XXX","549300LE3G5S51QJXW60"
"AISIGB2LXXX","213800GNABQM2M887812"
"AISLMYKLXXX","549300Z0P8NDN88T2269"
"AISMITM1XXX","8156009BE4AAABA76849"
"AISRITM1XXX","815600F5B5D01BDA2E80"
"AISSIT21XXX","81560035C1CE01E95A84"
"AISTITM1XXX","8156000BA3A8F8AEEF52"
"AITFATW1XXX","5299009C18DLOVA63Y86"
"AIULUS31XXX","549300YF1PWX1JOPX053"
"AIULUS31XXX","GVETZ2DEF39OCQ4SSX41"
"AIVESES1XXX","549300CGKM4BC1DNJK63"
"AIVSITR2XXX","81560052F2B01E39E761"
"AIZAJPJ1XXX","3538009IV9F0ZXPK5Z39"
"AIZKLV22XXX","549300IHIJ7SCANBWN17"
"AJCBCNBHXXX","300300C1264833000078"
"AJGSINB1XXX","98450059E70DBE786747"
"AJIBJOAXXXX","5493001VF705O1BV0047"
"AJMNAEAJXXX","254900AI4SJIWRIO1C04"
"AJOAUS31XXX","S47G4LTMUL0K7R8EEO87"
"AJSEJOA1XXX","5493000H12Q00GSEQD14"
"AKANJPJ1XXX","353800B3BM0REJGFSE21"
"AKBADES1XXX","391200OM1ASXABQTGF02"
"AKBBBY2XXXX","253400KGSSLCSJL4CX41"
"AKBKDEFFXXX","529900P90XJRYLOJNP77"
"AKBKMTMTXXX","789000CG96X4JAW7NP35"
"AKBKTRISXXX","789000TUMN63Z28TJ497"
"AKCLGB21XXX","5493003D7KPWY66LE158"
"AKCNCZP2XXX","31570010000000075270"
"AKCPUS31XXX","254900GCGRJ09YAS2P82"
"AKCTCZ21XXX","31570010000000005042"
"AKDBPKK1XXX","254900UYF310MAALU252"
"AKFBDE33XXX","529900W1M53OKIAJ5A09"
"AKGCDE51XXX","391200QJJW88ULUFZG75"
"AKHLFR22XXX","9695008U98F81XDP9A09"
"AKINCZP1XXX","315700ARBW7B6A49KP89"
"AKITJPJTXXX","353800N5LZ62LYDUOK89"
"AKJSGB21XXX","213800QH1824YW4EQO06"
"AKKAFRPPXXX","969500T8J3DEVXVDFA03"
"AKKHHUHBXXX","5299008DH62LEB10JK83"
"AKKORU51XXX","253400D1T9WFNN3BTT91"
"AKKULT21XXX","254900B2HX7IOQ0PZ153"
"AKNVSES1XXX","549300XF216KFNNV5Y79"
"AKOARU22XXX","253400CM1NDPRTJUJQ96"
"AKROITMMXXX","549300GRXFI7D6PNEA68"
"AKRPSESSXXX","213800REBFN6T3PU8L97"
"AKSCJPJ1XXX","353800JDYARJKERD6L48"
"AKSSSES1XXX","1FOLRR5RWTWWI397R131"
"AKTVRU21XXX","253400HA5JHKJ85DGJ91"
"AKUOFRPPXXX","969500L7A01IIOFWB824"
"AKZONL2AXXX","724500XYIJUGXAA5QD70"
"ALAAZAJ1XXX","213800FC8ELN587FO573"
"ALACESM1XXX","959800MZYB6CKWA9K382"
"ALADGB21XXX","549300VDESQLVNRY3146"
"ALAIGB21XXX","213800CDTWE98WGDPY11"
"ALANAEAAXXX","549300O35MBB4IYFDZ17"
"ALARBDDHXXX","549300ZK0FWOO3P5J254"
"ALAUFR21XXX","969500A4WQJE8I9EGF72"
"ALAVDEMSXXX","529900X5FHSYN4P5R285"
"ALAZIT21XXX","529900UGESEV6GHUN018"
"ALBADKKKXXX","549300D6BJ7XOO03RR69"
"ALBFNOK1XXX","549300DT47YM6PPU3813"
"ALBISARIXXX","558600YCBMF3KW9QH647"
"ALBLGB2LXXX","213800S8K5XZJ2K6OB13"
"ALBPPLPWXXX","259400QHDOZWMJ103294"
"ALCIESM1XXX","213800IMKAUV5KW28586"
"ALCLESMMXXX","95980020140005317135"
"ALCVLBBEXXX","558600V2UPALWRZJ1D15"
"ALCXUS42XXX","5493006XPYTPLP6BLN10"
"ALCYFR21XXX","F0HUI1NY1AZMJMD8LP67"
"ALDBGB2PXXX","2138009CAEGO41Q6HB61"
"ALDEFR2VXXX","969500L4ZRLQ3ST77267"
"ALDNPS22XXX","2549003981JHPJAS3H82"
"ALDSGB21XXX","2138007ULYK11M58SG42"
"ALEDSES1XXX","549300SHOBDELDGUEY90"
"ALEFRUMMXXX","253400K6UD6YL01TQV15"
"ALEGITM1XXX","815600287AD27DED3841"
"ALEHAEADXXX","213800N2QI31CGUXSA75"
"ALENBEB1XXX","5493003CKCE14HXP6J70"
"ALEOCHG1XXX","549300Z95GX7JTBPKW46"
"ALEPFI21XXX","743700CYLA0M84DD0R95"
"ALERUS44XXX","549300C4J510S9L1RF98"
"ALETIT41XXX","549300NQ32SRT0NWPB72"
"ALETITMMXXX","549300NQ32SRT0NWPB72"
"ALEVPKK1XXX","254900DF9SOT6NONIB40"
"ALFABY2XXXX","253400CHFC0XZ6QMP406"
"ALFACY2NXXX","549300XTCMOUXC51WZ58"
"ALFAKZKAXXX","213800WHCGP3NLXKU688"
"ALFARUMMXXX","253400QWEQNERA6RJS29"
"ALFARUMMXXX","253400DU2KNVQR4TT027"
"ALFAUAUKXXX","549300UJJWR7V7RCM192"
"ALFBTRISXXX","789000RBJFEHLXLHAY60"
"ALFHAEADXXX","254900P7TTJPEK0A8S74"
"ALFHAFKAXXX","25490030MB3LJ3S8TQ65"
"ALFHBDDHXXX","254900LDYRNZ8O4YGP23"
"ALFHPKKAXXX","2549007VBBNOQL2IVZ08"
"ALFIFRP1XXX","549300TQI22CE2XFBT06"
"ALGAAT21XXX","529900PS1VCZ3U4XOF09"
"ALGDIT21XXX","8156008E7F5AA458A963"
"ALGEFRP1XXX","969500C6ZSJZPRJLXS05"
"ALGGFRP1XXX","969500U8QCKI2L7WSQ51"
"ALGNGB21XXX","213800962URDJ8MY7540"
"ALGRUS33XXX","5493005PTTT67PF0VN95"
"ALGUINB1XXX","335800W8LKC28738UH05"
"ALHHIT21XXX","8156003AC5BB39BDE390"
"ALHLGB21XXX","2138008XQGT18GHKTS56"
"ALHOFRPPXXX","549300W64S5Q0I46LK20"
"ALIGGB21XXX","213800R2WKC8P5MNT536"
"ALIIFRP1XXX","9676003BG9DF0TC6I838"
"ALIKATW2XXX","529900Y5ZGJRS7GG0D68"
"ALILRUMMXXX","2534001KQ4N137FALS60"
"ALIPGB21XXX","213800T5YKIVRNXX1F20"
"ALJJUAU1XXX","253400MWL1GZ0BN1HX63"
"ALJSUAUKXXX","253400MWL1GZ0BN1HX63"
"ALKCAEADXXX","254900B59RKIALAHMA54"
"ALKFSES1XXX","213800XR4JOMD5RMVH93"
"ALKKSES1XXX","213800DGIJ51F631HR90"
"ALKMITM1XXX","8156000DFBA84513F952"
"ALKSSES1XXX","549300KJD6WXP2OOPT58"
"ALLCGB21XXX","5493001CTO4P9AR4U589"
"ALLFESMMXXX","95980020140005844330"
"ALLFESMMXXX","549300HJP49EYZ1J8E64"
"ALLIGB21XXX","213800SZZD4E2IOZ9W55"
"ALLOLUL1XXX","529900VZL2BK8JRVX573"
"ALLRFRP1XXX","969500XEG9ID45XK4R92"
"ALLTDEF1XXX","529900FTZL67C7Y82F27"
"ALLVDESLXXX","529900Z5H1N62JMB3K96"
"ALLWITM1XXX","81560090173FFC67B069"
"ALLXGB21XXX","213800GKIJZVJEKN6E93"
"ALLYUS31XXX","549300C04BJ0G297NC13"
"ALLZFRPPXXX","969500I7XUD776A1HP65"
"ALMDTRI1XXX","549300UJQNY2XIBGWH08"
"ALMITRI1XXX","549300JTBUGNI7GO3P51"
"ALMNKZKAXXX","253400FNZEAS7RDTF920"
"ALMOITGGXXX","8156004F6CC654BE5219"
"ALMRSARIXXX","549300B4EDUXYD2G6098"
"ALMTESMMXXX","549300KPP03BLDBGEJ74"
"ALNCFRP1XXX","969500ZO1N6L8K3WIE40"
"ALNEJOA1XXX","549300O7Z28EIU8U5084"
"ALNHITR1XXX","81560005934022D92634"
"ALNIFRP1XXX","9695003RN4OMRE98EP84"
"ALNLITM1XXX","815600D5620DEE5C6459"
"ALNORUM1XXX","253400G5CHDVSB8DH114"
"ALNPFRP1XXX","969500CZQVT9TYXXJ534"
"ALNRROB1XXX","315700HL0L1VL58BGX09"
"ALNSNO21XXX","5967007LIEEXZX5GKO11"
"ALOAIT21XXX","815600304369529BF285"
"ALOLUS61XXX","549300HH7ZKU17SIO079"
"ALONFI21XXX","74370073K87ST7Z3KJ70"
"ALOPFI21XXX","743700F2UORCGTFUYO02"
"ALORSES1XXX","635400RFMJ6VY7ILFP84"
"ALOSMY21XXX","549300C9OVJL55Q3T566"
"ALOTUS33XXX","HDBLS2Q6GV1LSKQPBS54"
"ALOUFI21XXX","743700P59CLCUAOO3595"
"ALOVLUL1XXX","MICYFSA6QEQ67047FP57"
"ALPBFRP1XXX","969500SIMI2R8N963031"
"ALPEAT22XXX","529900G8QD457M2SW556"
"ALPICAM1XXX","549300XQKJLDSIMR5332"
"ALPOPTP1XXX","529900LP62SEK9MXDB79"
"ALPPNL21XXX","724500L6COLH8HRH0491"
"ALPRGRA1XXX","213800REJK69YVJTMC76"
"ALPTGB21XXX","213800676U6GTEUXZE17"
"ALPYFIH1XXX","7437002ONTEZT59NA993"
"ALRAFR22XXX","969500ZVXDEW43J4LH50"
"ALRDSARIXXX","549300YZLMDN2Z5BIE40"
"ALREGB21XXX","213800ZLNNZW8TRDCF23"
"ALRGITM1XXX","8156000D01AFB9DD0279"
"ALRNIT21XXX","815600B23FA07970C102"
"ALRRHKH1XXX","254900JH06QXEX6SD277"
"ALRSAEA1XXX","254900BV890N73IRMJ15"
"ALRUUS44XXX","549300U6DW7DX671T306"
"ALRVFRP2XXX","9695006R59Z41KSPT258"
"ALSABHBMXXX","549300289UWVLHMQVV09"
"ALSITRI1XXX","549300UJQNY2XIBGWH08"
"ALSJJPJTXXX","549300DMF7YPC6N5PM27"
"ALSLITM1XXX","5493001OIG4DJVY0N067"
"ALSNFRPPXXX","9695004FEZ0NLFB4EA87"
"ALSPDK21XXX","549300B65M1U9FENOW23"
"ALSRMYKLXXX","549300SY2N2U69BNPB45"
"ALSSITM2XXX","815600FE947DA0D03B37"
"ALSSITM2XXX","81560092AAC489E35B13"
"ALTASESSXXX","5493003P9RHFT66VQS66"
"ALTCGB21XXX","213800TDN78CL1ET8574"
"ALTEDEF1XXX","529900EM0ZU25V87GD50"
"ALTEDEFAXXX","529900EM0ZU25V87GD50"
"ALTHILI2XXX","254900ZSMCNPCTEENA05"
"ALTLGB21XXX","213800Y7WLJILTZZ5I67"
"ALTMFRP1XXX","969500QOARVMI6O62G17"
"ALTNFRPPXXX","969500Y7G9TY7Y24GN07"
"ALTPFR21XXX","969500YBNI372PVZ6B06"
"ALTRFRP1XXX","54930017BFF0C5RWQ245"
"ALTTCA61XXX","549300K6BTPH3TXTDU71"
"ALTXUS44XXX","54930083ZNK6KPUJ7R29"
"ALTZFR21XXX","9695000DMWWPLK11O896"
"ALUALUL1XXX","529900C47XTFVJDVEE24"
"ALUBBHBMXXX","549300JBCWFMP0AEWN09"
"ALUBTNTTXXX","5493001GUBWSFPGGSO22"
"ALUMUS33XXX","549300HO5WFZUT5N2T22"
"ALUPUS33XXX","549300T12EZ1F6PWWU29"
"ALUUITT1XXX","529900UGESEV6GHUN018"
"ALVDUS51XXX","549300OQLM7WDDGQB771"
"ALVEES22XXX","549300IOW92TBZQIR750"
"ALVIDE81XXX","5299009UN4CBXZ336M65"
"ALVMGB21XXX","2138003RHCKH7ED3OW51"
"ALVTFRPPXXX","969500IFSKRSHVA1JO73"
"ALWEGB21XXX","213800TW3BMETPAIIV03"
"ALXNUS33XXX","M1YXUUZR0EIMU8T0EM75"
"ALYAGB2LXXX","9845006B7B03D1D57591"
"ALYIUS33XXX","549300JBN1OSM8YNAI90"
"ALYNSE22XXX","549300JCAG8ICQAUC638"
"ALZAQAQAXXX","875500PX9FY1XJG17697"
"ALZRHUH1XXX","549300VH6ZT1KRXIUY60"
"ALZTFRP1XXX","9695008JAL1Z199D9307"
"AMAGDE2HXXX","5299004LHMISF547CM64"
"AMANGB21XXX","W1TSKPWZM1TQ9CP3T896"
"AMAOITM1XXX","81560079E14408E21394"
"AMASJPJZXXX","35380006NB1068YZZ176"
"AMBCUS6LXXX","GL16H1DHB0QSHP25F723"
"AMBDBNBBXXX","549300TIOP6QYGNUVL12"
"AMBEIT21XXX","81560013C60D757C6523"
"AMBJHUH1XXX","213800DQISR6G49WXI83"
"AMBOITM1XXX","81560026678C7F584356"
"AMBVVUVUXXX","254900NUU3U1IMM2BJ62"
"AMCCITM1XXX","81560008CA1CFB2E9F29"
"AMCEIDJ1XXX","254900N1NUHJBRYGMI34"
"AMCGNL21XXX","724500UQURR0AKDL6874"
"AMCHUS41XXX","2549009SLV9L2AAN3089"
"AMCIAU2XXXX","549300N0URHBPBOWLW22"
"AMCPGB21XXX","5493009LONWGXA09YC71"
"AMCSUS44XXX","549300228GG3C6SV3C98"
"AMCUFR21XXX","969500ZQYW7EC0NNLU83"
"AMCVINB1XXX","2549001W0Y6FBB6L2N68"
"AMCXAEAAXXX","549300GSAN3FGQBD3494"
"AMDEFRP1XXX","969500YG058LY4Z60081"
"AMDHMRMRXXX","254900LW5J93ADRTDV53"
"AMEAUS42XXX","549300BRSSSUNB0U6552"
"AMELGB21XXX","254900W2PW6S7X70WK95"
"AMENUS32XXX","5493000V0CXKSOK29E51"
"AMEPGB21XXX","2138002EVRD5TWEC3X33"
"AMEUUS32XXX","875500YJ725XTYAL3S33"
"AMFCFRP1XXX","969500R6XB2I29PM5M98"
"AMFDSES1XXX","549300J6GFO6DALBE134"
"AMFELULLXXX","2221005LDBVCZF49ZX04"
"AMFTGB21XXX","213800H52CPXWV6G2V32"
"AMGAIT21XXX","815600C4876C289A1176"
"AMGEFRP1XXX","969500797CYN8EAVWA69"
"AMGNGB21XXX","2138008YMW56NUYN5S60"
"AMGSFRP1XXX","969500DYMLRK8URCGP47"
"AMHLUS31XXX","549300J572R66JA41P46"
"AMIBBBBBXXX","213800USD6DCMLLYBV59"
"AMIIINB1XXX","335800WF8CLG18649360"
"AMIMUS33XXX","254900CK7EQZQFAD6G49"
"AMIOUS44XXX","N2VLGYMEEBIU3PFSUY86"
"AMISCH22XXX","50670017D671R0YIR293"
"AMKACY21XXX","2534006WUB3E2G8DRS85"
"AMLEUS41XXX","MRK678VXOI09YSSN8X19"
"AMLFUS44XXX","549300B5C1FRFHBYW144"
"AMLIAU21XXX","HZ2UJ1VIET2YWDH4V256"
"AMLNGB2LXXX","213800MQJJYKAB7IV778"
"AMLSSKB1XXX","097900BEMQ0000006410"
"AMMAGHACXXX","8945008YPZDY62JUDQ49"
"AMMBMYKLXXX","5493008IBLS64L71NM85"
"AMMDIT31XXX","815600CB8718688AB450"
"AMMEMYK1XXX","254900JSUFCD8B7WAL43"
"AMMLGB21XXX","5493007Z7MYII7K6JX02"
"AMMTGB21XXX","213800JQ9CR1K91OE582"
"AMNALKLXXXX","254900JQZ022JIDBDT06"
"AMNDITM1XXX","815600A2B9FA23321C73"
"AMNEGB21XXX","213800R1BS3Z253M2J72"
"AMNLGB21XXX","2138006DHU9CTXV86Z88"
"AMNMBGS1XXX","747800G0901HMZE4RR55"
"AMNNTZTZXXX","558600UQSR3TWPBFD068"
"AMNTUS51XXX","549300UHQ3UXVA4AGM53"
"AMOORUM1XXX","2534007U1R0F5Q600G58"
"AMORUS33XXX","AI8GXW8LG5WK7E9UD086"
"AMOSSGS2XXX","254900WYHBBTBQIL6C29"
"AMOUUS32XXX","254900FW25AW8VX1PJ22"
"AMPBAU2SXXX","54930000180UOFFDPN22"
"AMPIITM1XXX","ZYXJDNVM2JI3VBM8G556"
"AMPLFRP1XXX","969500DYMLRK8URCGP47"
"AMPNSES1XXX","54930085BFZPCZ115298"
"AMPPGB21XXX","213800XFTBIIQOGMMS60"
"AMPRGB21XXX","21380026NZGS8JYYY575"
"AMPSIT21XXX","815600EEF4C6F6956D35"
"AMPTGB21XXX","213800HTCKGCV7FZCG91"
"AMPULT22XXX","875500AX7AO0XVYSQD64"
"AMRLUS44XXX","IWUQB36BXD6OWD6X4T14"
"AMRRBSNSXXX","5493008DI2IOX4G3I745"
"AMSDMYK1XXX","5493008IBLS64L71NM85"
"AMSGNL21XXX","724500BICUQ0LF1AH770"
"AMSLUS31XXX","549300F35UE0BOM1WJ55"
"AMSMFRP1XXX","969500YG058LY4Z60081"
"AMSTNL21XXX","724500BICUQ0LF1AH770"
"AMSVINB1XXX","3358006O8BU49MRQ9162"
"AMTBMYK1XXX","549300564TSS3RHVWY28"
"AMTCUS33XXX","5493006ORUSIL88JOE18"
"AMTFUS33XXX","549300SNNS1GRWBTGA28"
"AMTKUS33XXX","549300WZDEF9KKE40E98"
"AMTLPRSJXXX","549300G7EOUXG5MFVT16"
"AMUDGB21XXX","549300UKPMR7RBWFH039"
"AMUEIE22XXX","549300LU752YUUU1GW07"
"AMUTMYK1XXX","254900JSUFCD8B7WAL43"
"AMVGUS32XXX","254900H14A0PZIJ7GT88"
"AMVLITM1XXX","815600AEEF58E081DF22"
"AMVRIT21XXX","815600D9B55B28C45F66"
"AMVSIT21XXX","815600BC6ADE70678491"
"AMWYUS33XXX","549300UHKXBCDGRX4Y91"
"AMXAAU22XXX","549300EY0GEGN85IG135"
"AMXIBRDFXXX","5493009U13BC8YV3EX21"
"AMZIGB22XXX","213800I87NNR9ZO1D625"
"ANACGB2LXXX","TINT358G1SSHR3L3PW36"
"ANADFI21XXX","74370027F0X7YDR8AQ33"
"ANAFSEG1XXX","OYBTEPGMMVOOBN382445"
"ANAGFRP1XXX","9695005VR5O4WBJDM975"
