"BIC","LEI"
"PADICZP1XXX","31570010000000009213"
"PADSGB2LXXX","213800EBI1FRM3CMCK27"
"PAEAGB21XXX","549300S8H6L533HV5T20"
"PAECGRA1XXX","549300YRQGC6ZFD7IN28"
"PAEDGB21XXX","984500SFA1006DBC3C06"
"PAEFGB22XXX","984500035E9D505B4040"
"PAEHCA81XXX","54930023PNOK3KH4NX70"
"PAENIT21XXX","815600A1F5788F8EB973"
"PAEPGB21XXX","549300YGNPVKV1MYI002"
"PAERCZPPXXX","254900T6IEHANRU51C93"
"PAEUIE21XXX","635400KUZUGKEXDQX765"
"PAEXLV21XXX","2138009Y59EAR7H1UO97"
"PAEXLV21XXX","097900BHBR0000064855"
"PAFGUS61XXX","NO32JKYWYYFCHBKBPG50"
"PAFNNOK1XXX","549300H0QDQHRJXRM779"
"PAFVNOK1XXX","25490099OGG2MVED5Y76"
"PAGAFRP1XXX","969500U8EM32W1HGOZ14"
"PAGGMH22XXX","2549001ST8PTG2IRBN95"
"PAGLIT21XXX","815600A8E4B84091C564"
"PAGOBEBBXXX","549300PNDMIO5BIXR134"
"PAGOGB2LXXX","549300SUXEIK8DXSDF68"
"PAGUGB21XXX","549300L0HTJZNDINJP85"
"PAHAAZ22XXX","529900C4ED1UQX2LSR90"
"PAHATRISXXX","789000LASBHYXXZ0UM63"
"PAHEFRPPXXX","969500W7L7GF939F0F69"
"PAHHKYK1XXX","254900U2M6T2U3RA9E06"
"PAHKHKH1XXX","213800YOVZX6ATBZBC12"
"PAHNHKK2XXX","875500344WRMHRXUPA24"
"PAHRDE6HXXX","5493008OWN3GUZK1EW25"
"PAHSITM1XXX","8156006FD17B38BCDD50"
"PAIGDEF1XXX","529900WYQEQ2YR7YKB62"
"PAIHIT21XXX","8156003A100E8AB89697"
"PAILFRP1XXX","9695005TXH99QDA0IL96"
"PAIPFRP1XXX","969500XOAAVI9Y0USC54"
"PAIQITM1XXX","81560068D19E49870564"
"PAIVES21XXX","95980020140005341094"
"PAKEUS32XXX","5493008HV53MEILG2D59"
"PAKKUS44XXX","YQI2CPR3Z44KAR0HG822"
"PAKULT21XXX","254900KDD0T7YHBAZC52"
"PALBUS61XXX","2549008S5ONW9RERQE86"
"PALCUS33XXX","FWZ0S7MV0RY2YFK8HG09"
"PALDIT21XXX","8156006F540C515DF491"
"PALMFRP1XXX","969500892AQHFDSWRF71"
"PALNFRP1XXX","9695000QMU1H848E3Q66"
"PALSPS22XXX","254900UPX0J6W0CTQR84"
"PALUUS44XXX","549300I8ZHP6YHTW4843"
"PAMASGS1XXX","529900OOZBCK1VPASP27"
"PAMENL21XXX","724500SEAWTN14VP1E43"
"PAMFFR21XXX","969500ZQDM3R7A4STD74"
"PAMHHKH1XXX","2549006EUOEZE5CFIV89"
"PAMNUS31XXX","549300IJC8BVICB93146"
"PAMPARBAXXX","579100KKDFKBFGBKC022"
"PAMQDKKKXXX","549300EPRE5PT3GRXR39"
"PAMTGB21XXX","213800111ONS9Z3VA813"
"PAMVSKB2XXX","097900CAKA0000052355"
"PANAJPJSXXX","254900GE1G59KGWPHX32"
"PANANL21XXX","213800M9V48985N1MS38"
"PANGUS31XXX","2DVKF3E9IHIO1BZTN664"
"PANLGB21XXX","549300WP9TP355VEPA23"
"PANXBEB1XXX","5493000RZ2KSLKCYNN98"
"PANXFR22XXX","5493004MX17L5E8MUB29"
"PAOAFI21XXX","743700FRL5VND98LRW83"
"PAOBGB22XXX","984500BEAEJD8785A817"
"PAOIFI21XXX","743700NAOLSTMW1FWJ89"
"PAOOFRP1XXX","969500GQI50Q1Z5Q9E43"
"PAOPFI21XXX","743700VY2W3QJGFLPT18"
"PAOTFRP1XXX","969500VA4A8CRCS2N988"
"PAOUFI21XXX","743700Y710QP7SURFQ56"
"PAPAUS61XXX","549300S4WU4W1Z92RF77"
"PAPGMXMMXXX","4469000001CM6KZWXJ61"
"PAPLUS31XXX","254900FTPRTEW7152Q36"
"PAPNNO21XXX","549300QZWWECMKUAD796"
"PAPVIN51XXX","9845008FACQ404CA2D28"
"PAPXDKKKXXX","549300T1Z6OR0HN3RK32"
"PAPYMTMTXXX","549300AOLMEKXO0DSU51"
"PARBFRPPXXX","549300WCGB70D06XZS54"
"PARBNCN1XXX","5493009NSQXK6RTBOL82"
"PARDCAT1XXX","549300G7D3M2W356ZS32"
"PAREFRPPXXX","969500AUXWPSHFPKUM60"
"PARGGB21XXX","549300RXDW65JFMNG352"
"PARHKYK1XXX","254900U2M6T2U3RA9E06"
"PARKGB21XXX","213800KE9H3MPD4FG305"
"PARPCHZ1XXX","8945004OAFICRX75O180"
"PARSUS31XXX","RCNB6OTYUAMMP879YW96"
"PARXLV22XXX","2138009Y59EAR7H1UO97"
"PARXLV22XXX","097900BHBR0000064855"
"PASBITGGXXX","815600EB9E6DCD050385"
"PASCCNSHXXX","300300C1131831000095"
"PASCITMMXXX","J4CP7MHCXR8DAQMKIL78"
"PASDJES1XXX","213800KFFNB48JLNWC19"
"PASGFRP1XXX","9695000QMU1H848E3Q66"
"PASNNL21XXX","724500340083NSC8DX75"
"PATIUS31XXX","549300CEHN5CVC6INV48"
"PATRROB1XXX","2138006FMU2AQDQRJN35"
"PATSFRP1XXX","969500ZQMXCM4S1YPY15"
"PATVFR21XXX","969500JVQ1M8HKET0K76"
"PAUALT22XXX","9845004FA655EFB98302"
"PAUBLT22XXX","984500C1EF5B396Q0D48"
"PAUCUS31XXX","549300XBG3E50WMF0H64"
"PAULBRSPXXX","549300DOHUCG0BDG1K90"
"PAVAHKK2XXX","254900ZKNXKF6X48BO43"
"PAVOSKB2XXX","097900BJFP0000196858"
"PAVRIT21XXX","8156008984695730EE20"
"PAVSCZP1XXX","31570010000000004072"
"PAVVJES1XXX","213800DV1EMZCVD53742"
"PAXUDMDMXXX","894500HUOIAQLKV8MR88"
"PAYFCA82XXX","54930033ECMO3S8KHU37"
"PAYHLT22XXX","9845004CEEAB90455636"
"PAYIGB22XXX","984500F2AB4AB2F3CD52"
"PAYLFRP1XXX","969500O0E2HMD45GKT07"
"PAYMDE5FXXX","3912003GTSWQDTU9T963"
"PAYNIE22XXX","549300Y20X0QOZ0SEA86"
"PAYNUS33XXX","254900YW5EMDQZCSVF25"
"PAYRGB21XXX","213800P6JVHRWB8UK129"
"PAYRGB2LXXX","213800P6JVHRWB8UK129"
"PAYTITM1XXX","54930017FM11I58PJJ56"
"PAYWGB22XXX","9845004CBF9065639811"
"PAYZGB22XXX","254900ET4RII336YYH45"
"PAZAIT21XXX","815600C17131B2A02F31"
"PAZGHR2XXXX","549300XOV1SBR5LT5Q03"
"PBANUA2XXXX","8945005WHA3OZKWIGJ69"
"PBBEMYKLXXX","549300L2RSQCVMOHGM20"
"PBBIUS41XXX","254900AVP2JVTYYT3V92"
"PBBLIT21XXX","8156005388FA2541F472"
"PBBRBRSPXXX","549300B3S9ENN2P5WM84"
"PBCVUS33XXX","5493008M2HP1C1B9LU12"
"PBERIT22XXX","81560050FAF1DB725C41"
"PBFSUS33XXX","O26QTPAJC1X7058KCW11"
"PBNLIT21XXX","8156002124C5223C7743"
"PBNRIT21XXX","815600C5897062C3D403"
"PBOCCNBJXXX","300300CHNPBC19481202"
"PBOCHKHHXXX","549300J22EU1A0WATN43"
"PBOCSGSGXXX","549300XXCF4R2V3AU684"
"PBPEIDJ1XXX","213800EM4GB3UD5XEE29"
"PBPMDKK1XXX","549300B8H612HAP5DJ84"
"PBPUCH22XXX","UWW8KS1LHU1Y53BO4861"
"PBSCBA22XXX","48510000T82HWHMCVN53"
"PBSIUS33XXX","5PRBRS5FEH7NREC8OR45"
"PBSTPLP1XXX","259400MNY7R96RDF7F87"
"PBTBDEH1XXX","529900EXG2PM316ISO63"
"PBUCUS31XXX","5493003YFEUUF7KZ4V90"
"PBZGHR2XXXX","549300ZHFZ4CSK7VS460"
"PCAASE21XXX","549300SQP0ENF6G7RH57"
"PCAEITM1XXX","81560014151D1C625F49"
"PCAGHKHHXXX","254900IABT88ZZKJV844"
"PCAHFR21XXX","969500M4IU85TUAQT152"
"PCAMUS41XXX","549300BABIOZPCNHMB89"
"PCAOGB21XXX","213800PRDVMBCW5HH854"
"PCBBUS66XXX","PVOAXTNJ8YETEURG1M80"
"PCBCCHZZXXX","5067009OB12SSC1V7M85"
"PCBCCLRMXXX","2549001TWO8T8B6UMU91"
"PCBCCNBJXXX","5493001KQW6DM7KEDR62"
"PCBCGB2LXXX","K3ZAB6O5YQI6YIMJN039"
"PCBCLULLXXX","5493007QRSX9DS2CM858"
"PCBCMYKLXXX","254900GDDPZYW572YJ51"
"PCBCNZ22XXX","2549008XLHWW5H9K1389"
"PCBCNZ2AXXX","2549006EHFY98CQJZN84"
"PCBCRUMMXXX","253400UMYM03M1PHUG08"
"PCBCSGSGXXX","549300783I27FCDFB052"
"PCBLNPKAXXX","254900W0PPBB7L75OH67"
"PCCNAU51XXX","549300L09D57A4VEVO78"
"PCCUIE21XXX","635400OUXAEZKN3TXL77"
"PCFGGB21XXX","213800KQLDOGF48T2I68"
"PCFIAEA1XXX","2549008C2ZRAHD075O81"
"PCFIAEABXXX","2549008C2ZRAHD075O81"
"PCFSJMK1XXX","549300ZCSE5JYH1HXD80"
"PCGCUS41XXX","2549009M2APGDVG8KZ77"
"PCHQBEBBXXX","5493008AAX0BESN9WN06"
"PCICPAP1XXX","254900X8N6U00K3MEI66"
"PCIGUS33XXX","549300E1ZIF6Q2I5FZ83"
"PCMEUS44XXX","549300BABIOZPCNHMB89"
"PCMIUS6BXXX","254900HB6WC3GALCQL67"
"PCMOFIH2XXX","7437005O5THBBZIF6F37"
"PCMPGB21XXX","45ZPH28UP9FJC19W1787"
"PCNLUS31XXX","213800S3KTWVNRTWA706"
"PCNTZAJCXXX","37890013306D9CAB8422"
"PCPLGB21XXX","2138009ZY9F63P4MCK37"
"PCPPGB21XXX","5493008EB5UEXAP2ED56"
"PCPYBWG1XXX","529900A1989GF4C72K37"
"PCRDESMMXXX","9598007HK1GFFYZRGJ06"
"PCRHDEHHXXX","529900CPTK258UK18Q90"
"PCRLGB21XXX","2138009NTJ7FDGURJ138"
"PCRNAU51XXX","984500EAA6DFEU42S988"
"PCRRUS66XXX","KDTEY8BWE486IKZ3CC07"
"PCSBUS31XXX","549300TZDKJ07KL8T621"
"PCSIIE22XXX","9845000BCQC741A2A739"
"PCSSIT21XXX","815600C1C33B4A012835"
"PCUEIE21XXX","635400LC3OXA26SPOM33"
"PCUNGB21XXX","2138003H9ZPU1CLHW410"
"PDAHNL2EXXX","724500SR1V439X4RBS32"
"PDCUIE21XXX","635400ZGKF7PMGQXUK54"
"PDJBIDJAXXX","254900JENDVZGXOAND36"
"PDKCHR2XXXX","529900LSO9YYPL05B152"
"PDSCIT31XXX","815600722FAEE18D6013"
"PDTCPHM1XXX","549300UJRT4KE08RIS90"
"PDWEZAJ1XXX","254900A45IDI73LAUW45"
"PEABNL21XXX","J1OM8NR2YLNDNKV1QH94"
"PEAEFI21XXX","743700QCC7N8MCA6GD92"
"PEAGHKHKXXX","2549003VQ218USFVEQ93"
"PEAHNL22XXX","724500GIF6VO6KN5Z257"
"PEALGB21XXX","213800HET946BZ6NL663"
"PEAPAU21XXX","213800XR79PEP5ADGN30"
"PEBPSI21XXX","529900HWQDOQRB7CH356"
"PECEHKH1XXX","2549009ZOL2ORQW35759"
"PECSBEBBXXX","549300K6T3J5QIB4B873"
"PECSNL21XXX","7245000A8LGOXSDZ0064"
"PECVGB21XXX","213800GI2P2FMZXWDH22"
"PEDNNL21XXX","IW6U7MSNP42O5K5M6380"
"PEEDIT21XXX","8156007CE4486F6D0A33"
"PEEVITM1XXX","2138001OK25UIN6NL309"
"PEFACNB1XXX","254900KUSV3W0CAWT028"
"PEFEFI21XXX","549300XTMGRU0YGNX539"
"PEGLUS33XXX","549300FZJCP0WM3QJH15"
"PEGMDEHHXXX","529900XTUA1TP4PL1M16"
"PEGPAU2SXXX","549300YIM8RX3KHGIU35"
"PEGSFR21XXX","969500LS5WLD7FAFVM67"
"PEGUUS44XXX","549300ZWYC0QUOFP0Q79"
"PEHNUS31XXX","549300GM5MYK4SWM4B33"
"PEIPAU31XXX","549300FEBVI8PEQ2M505"
"PEISIT21XXX","8156001C8A3460938968"
"PEITJES2XXX","213800ZRZLK2WDBS1B37"
"PEJCRU21XXX","253400FCC111BF009V78"
"PEJFMYK1XXX","549300LKHWFX99UJ3X15"
"PEJGESMMXXX","959800SL3GN8PJDNRR65"
"PELAMK21XXX","48510000UPXPWPPR9439"
"PELCGB21XXX","549300X14O2YYL48XO87"
"PELPUS33XXX","I70W3N0Z6KOX8FYIH023"
"PELRITM1XXX","8156007A78DB4F749665"
"PEMHNL22XXX","724500ZKAF9S0XGM8K93"
"PENACH21XXX","549300FPHBZGFVXJJX45"
"PENCAU21XXX","261700940X0QTYN20828"
"PENEIT21XXX","815600B72D7D3C566495"
"PENFDK22XXX","KH5WLG8F7WO34IHOSP67"
"PENKDE81XXX","529900EPT7IPKAD6PM13"
"PENLUS41XXX","549300U8L31JJT1ZDP60"
"PENMNL21XXX","724500G74TWC62P2OM71"
"PENNDK21XXX","549300XV3812QGUFUZ14"
"PENODK21XXX","213800FUOGGLQ4FL3R57"
"PENPIE2DXXX","549300M9SNZ6EZKB4Z25"
"PEOARU41XXX","253400YNQHSUXD70VJ14"
"PEOLUS66XXX","5493001VH4ZJNSI25781"
"PEONGB2LXXX","2138004JBXWWJKIURC57"
"PEOUFI21XXX","743700JFCRS8L4CILX14"
"PEOVNL21XXX","RMIUOB4TUI6OFKZ3HL40"
"PEPGLT21XXX","549300RX8EDHA2HIW345"
"PEPIUS33XXX","FJSUNZKFNQ5YPJ5OT455"
"PEPMGB31XXX","213800C863GH68M3GV88"
"PEPPSES1XXX","549300X21HKHH23G8V39"
"PEPSCHGGXXX","549300SRPNP254NXCK14"
"PEQPPHM1XXX","254900RAZ9PYPWCDIW56"
"PERDMYK1XXX","549300OCLB7H5K2SVV15"
"PERFFR21XXX","969500HHTWBGJ9V4UU24"
"PERIDE8WXXX","529900HT3KJHBHNHDT64"
"PERLGB22XXX","213800R6YVGU4VP7XK84"
"PERLGB2LXXX","549300NC3GURN0AEZU06"
"PERLIE2DXXX","549300PPJGN9E26TI110"
"PERLJESHXXX","2138009CM5DCI2OQW132"
"PERMMYKBXXX","5493008DUJF1PH8ME788"
"PERNAU21XXX","549300US8OE0UQWXPO82"
"PERSRUMMXXX","253400148Q3J4CU8RB44"
"PESBUS33XXX","N4662XQCE3KKIZ6EZS08"
"PESEGB21XXX","2138002FPZHIHZ8KTZ74"
"PESLUS31XXX","549300WY8ZBI168Y6Z05"
"PESMCAM1XXX","254900VGVNRE1NKG5G63"
"PESOBEB1XXX","8755000YCEDZSNBVWS33"
"PESPPHM1XXX","254900G2P8DQYLCF8Y95"
"PESUGRA1XXX","21380024WQ7CDTHQ8Q92"
"PETCUS41XXX","54930091IM32ECQG7562"
"PETSHKH1XXX","984500B706598FBEC030"
"PEUNUS61XXX","549300G0RVHY0VSFWD76"
"PEUTGB21XXX","213800Y9NLKKGAHPXR62"
"PEVIFR21XXX","969500WDOCIF97N6D206"
"PEVLIT21XXX","815600266991EF4A1A34"
"PEVMAU21XXX","549300XBB2JNZKOQH435"
"PEVMAU2BXXX","549300XBB2JNZKOQH435"
"PEVRIT21XXX","8156000EEA2972AE6518"
"PEVSIT21XXX","815600E95818013CFB04"
"PEWMNL21XXX","7245000R5QUIJPTI7118"
"PEWRNL21XXX","7245003MWSFUEMLLLE05"
"PFAKDKK1XXX","549300EPRE5PT3GRXR39"
"PFCBRUM1XXX","2534001558T75BAXS543"
"PFCISI21XXX","48510000Q6I8OZ0LJ265"
"PFDLUS31XXX","58PU97L1C0WSRCWADL48"
"PFFPAU32XXX","89450085M5AAL48UPE74"
"PFIBITM1XXX","815600FF1C9143F5D148"
"PFIEIE21XXX","54930024JFREW5MY7917"
"PFIZIE2DXXX","549300CU3OGJ7EMS2U55"
"PFKOSES1XXX","5493009VJC01E4H6HH77"
"PFLFLT21XXX","254900C6G1V2EUN5Q397"
"PFMAUS33XXX","549300ZOOJIV5LJHWL04"
"PFMSUS61XXX","5493005TXVV0PEG81658"
"PFMTUS33XXX","254900HFWF3T7WOCKE43"
"PFPFESBBXXX","95980020140005007996"
"PFPLGB21XXX","549300RPQO8JDYY4VC30"
"PFPODKK2XXX","DK2F1ZT37U6QR8FQCO46"
"PFPTAU22XXX","98450077494LE3EF1406"
"PFSAAU21XXX","5493008201YNLL3CPG58"
"PFSBFRPPXXX","969500JTOO1CD097BI59"
"PFSIUS4RXXX","5493000418CITRF5BO80"
"PFSNTWT1XXX","25490077CURC3ML3O056"
"PFSRIE21XXX","9845000BCQC741A2A739"
"PFUDDKK1XXX","213800QUCUOW4EHW4D74"
"PGASDKK1XXX","5493006PNKUQ8D5PDH47"
"PGCUIE21XXX","635400EH3DZNJ6JAXP04"
"PGDMAEADXXX","549300EUSSC4P8UJBV89"
"PGESIT21XXX","815600EDD04F9C60D660"
"PGFNGB21XXX","549300KO9KLN1WWMWR25"
"PGGMNL22XXX","Z7MH1W2L9XB781A36156"
"PGGTUS33XXX","2572IBTT8CCZW6AU4141"
"PGHNCH2BXXX","5493002GZU0LW5CRQP36"
"PGPAPTP1XXX","2138006XNAXO9422RS60"
"PGPLGB21XXX","549300K5MB1CG23DBD13"
"PGPSESM1XXX","95980020140005091610"
"PGROITT1XXX","815600AE5B79987C6A74"
"PHAKITR1XXX","815600CF98CD73D6B534"
"PHAMFRP1XXX","549300QW4IE1MKHFDO17"
"PHAREGCAXXX","2549004X4BLL0JIZ9R33"
"PHATIT21XXX","815600F8217BC7733697"
"PHBMMYKLXXX","2549002RX9QANY14OL51"
"PHBSDKK1XXX","5493000L46XME42NGZ62"
"PHCBPHMCXXX","4IDQTQC5NXVM3WSFHR30"
"PHCBPHMMXXX","4IDQTQC5NXVM3WSFHR30"
"PHCDPHM1XXX","549300UJRT4KE08RIS90"
"PHCMSGS1XXX","2549007Y8MPAOTHT7X38"
"PHCSITM1XXX","815600E3E348606DB235"
"PHFTGB21XXX","5493004X2LR8VD49MQ66"
"PHFUSGS1XXX","549300RHULME9WP8CG46"
"PHGPES22XXX","95980020140005475245"
"PHGYAU31XXX","254900C2V6HER80MMP86"
"PHIAUS31XXX","254900RM7QYF8KUKEQ40"
"PHIGFRP2XXX","9695005HX0U06LHVZW18"
"PHIIPHM1XXX","549300MW9OVMRJKCB072"
"PHIOIT21XXX","81560009EA1577917768"
"PHIPNL21XXX","72450029BZOWBEPZZW30"
"PHIRINB1XXX","2549002HC6KJWQ8JJ892"
"PHITUS33XXX","549300BSI4Z5YDPOFP72"
"PHLLFRP1XXX","9695004PU86BJZGFHK11"
"PHMPGB21XXX","549300Y1EF311UBUO034"
"PHNLITM1XXX","815600A45FDA847DB191"
"PHNXDE66XXX","5299009A29WSR9EL8G88"
"PHPAFRP1XXX","54930017BFF0C5RWQ245"
"PHRCCNSHXXX","300300C1124233000086"
"PHSAPHM1XXX","54930057S6HLIYF5LS94"
"PHSBPHMMXXX","5493008NB1ZIY4SKHN46"
"PHSEGB21XXX","213800FDUIWD8G84FV06"
"PHSEHKH1XXX","254900O1A665IHXQ0F72"
"PHSESGS1XXX","549300XGHOLJHVP8DS88"
"PHSJJPJ1XXX","549300MWLHCJ08DFDO25"
"PHSSITM1XXX","815600CFB579737B8181"
"PHSUTHB1XXX","254900Q126MCOB8VHD74"
"PHTBPHMMXXX","549300B14PK448EZ1Q88"
"PHVBPHMMXXX","549300WJRIVY626H7D76"
"PIAACHG1XXX","549300Z3V8FWSENAH224"
"PIACUS44XXX","549300SDQ83FUC7IK543"
"PIADUS31XXX","549300N3PGSSX2VM0205"
"PIAGAT2SXXX","5299002L43LDQEB70L32"
"PIANLUL1XXX","213800VZW861M5FHMD50"
"PIAOIT21XXX","8156000256C2431C2E92"
"PIASUS31XXX","254900TVHGSPB0WP7L43"
"PIBBRS21XXX","5493001XF6EC2NJXK304"
"PIBCPS22XXX","2549000NGTVLJ7D06R96"
"PIBIFR21XXX","969500GMOFJPLBESK810"
"PIBPGB21XXX","213800HTIY6D1KMBG757"
"PICAKYK1XXX","254900HBF1SCLM9TUO79"
"PICCCNB1XXX","3003000P2JHYHQ524P66"
"PICHECEQXXX","549300CO09CR3FNOZ392"
"PICHESMMXXX","95980020140005952097"
"PICHPAPAXXX","254900UWZ15VL4481372"
"PICLCHZ2XXX","506700W1594NM3K41G60"
"PICOFI22XXX","74370045F1MCE3UWF477"
"PICPFRP1XXX","969500UZ1738XMXCBI93"
"PICSHKH1XXX","254900M2G8XQNUFVM680"
"PICTBSNXXXX","549300K4BLURJJ58VL85"
"PICTCAM2XXX","549300I70EP612DH5T64"
"PICTCAMMXXX","549300ZW5W660U16FP37"
"PICTCHGGXXX","4LCYDN74UCFU5VPM4774"
"PICTGB2LXXX","ZS9HP6MR4W44MEAWG315"
"PICTGB5LXXX","222100K5I82OWZJIL195"
"PICTJPJTXXX","549300EQEM5BAIV14J73"
"PICTLULXXXX","549300GSSPQ1QSKI1376"
"PICTMCMCXXX","222100I6KMHMB34RKP21"
"PICTSGSGXXX","549300DNIP5JM5FNO673"
"PICUIE21XXX","635400V2CSU8KRT6ME43"
"PIEUGB21XXX","549300GHCCJWKY72R127"
"PIFANZ22XXX","213800T4YBMQPBTOSS68"
"PIFIFRP1XXX","9695002I9DJHZ3449O66"
"PIFNSARIXXX","558600EF1LZ82YHRMV66"
"PIGFFRP1XXX","969500GQI50Q1Z5Q9E43"
"PIGOIT22XXX","815600581B42BE7DF907"
"PIGRITN1XXX","815600A26A8759DDB724"
"PIGUCH22XXX","549300N8MWPYEJDPE198"
"PIHONL2AXXX","5493000GKIHI513PHV41"
"PIIAITR1XXX","549300VM44QZZJGWJW19"
"PIICCNB1XXX","529900M9MC28JLN35U89"
"PIICCNB2XXX","529900M9MC28JLN35U89"
"PIIEAU41XXX","549300QKYNEBBVKNKX30"
"PIIFITT1XXX","815600EB5D56D95BA637"
"PIIOGB21XXX","2138008LCT2T4PXE2R97"
"PIITITN1XXX","815600C6F13917553B33"
"PILLGB21XXX","213800UGICKWKBKUBX07"
"PIMAAU21XXX","549300RE60KX7TX1DZ43"
"PIMCUS66XXX","549300KGPYQZXGMYYN38"
"PIMHCA21XXX","5493000UVR55B53B3J67"
"PIMJJPJ1XXX","353800X7JTY3BHOXB714"
"PIMMUS32XXX","549300YGUXO4JJ7D4665"
"PIMOHKH1XXX","549300VP00MZ3MBIIH98"
"PIMRIT21XXX","8156003C972C38B3F964"
"PIMSGB21XXX","5493008T5DB2Q8O2OH38"
"PIMSGB3LXXX","5493008T5DB2Q8O2OH38"
"PIMTAU21XXX","549300CSU762LFH7U134"
"PINBIDJAXXX","254900RSQN7ERKIDPJ14"
"PINFLUL1XXX","549300C9DDHIN3N5ZQ33"
"PINLUS44XXX","549300PZ44DNQDPOV865"
"PINVPS22XXX","254900KM1NQQDV7LY263"
"PIOEIE21XXX","213800G9XQZIV76VNB36"
"PIOUFI21XXX","743700O4ZKUAUWI7MR80"
"PIOVIT21XXX","8156007367A2044B7685"
"PIPRGB21XXX","2138008LHD1TOYE4JE90"
"PIQAIT21XXX","815600D3E9B19E14FC79"
"PIRAIT21XXX","81560038BC1A33CD4490"
"PIRBCY2NXXX","549300VB6UM9TUOCYW67"
"PIRBGRAAXXX","213800OYHR1MPQ5VJL60"
"PIRBROBUXXX","549300UH7FDPRNBABQ46"
"PIREBE61XXX","549300V0EXVJ7I5OY648"
"PIRLITM1XXX","8945005O0B10ZF4WWF69"
"PIRRITM1XXX","8156002BC7CB6E3BD403"
"PIRSIT21XXX","81560030614FE8069B89"
"PIRTGB2LXXX","2138004U3NLEWA5ZHY32"
"PIRTITMMXXX","815600D9008401832B40"
"PISEGB21XXX","213800TP125UOGWQ7N12"
"PISICA81XXX","549300IVDRYC7JY3QC31"
"PISPCZP1XXX","31570010000000135216"
"PISRIT21XXX","8156009A574D006E5459"
"PISUKWKWXXX","7HQZ2DNLO1WJOPIMY993"
"PITBUS33XXX","549300N2O26NW4ST6W55"
"PITEITM1XXX","815600DCA061A9ED8305"
"PIVLITM1XXX","815600C8468B710DF468"
"PIXXGB22XXX","2138005N93KG8SY7ZN43"
"PJCBBY2XXXX","529900MHN9MPSBV5ST85"
"PJHOUS41XXX","549300GRQCWQ3XGH0H10"
"PJTSITM1XXX","8156009BD49B23D94D63"
"PKBSCH22XXX","549300ASUMKO167IRC55"
"PKOPPLPWXXX","5493000LKS7B3UTF7H35"
"PLANAU61XXX","222100SXDSRCT6QIB307"
"PLARIT31XXX","815600D67F02210A2945"
"PLASUS44XXX","549300OBLIP1F3NM5751"
"PLCCUS31XXX","549300RTCZ4OFP5EPS96"
"PLCCUSA1XXX","549300PXD4J0GZKMHX56"
"PLCMGB21XXX","54930048YTQ6YCWMQ036"
"PLCNIE21XXX","635400Q71W5EHB2CGL58"
"PLEEIT21XXX","815600B6DCDBDC24EC53"
"PLEODKK2XXX","984500E82DT67A4D5F98"
"PLESCHZZXXX","529900T4ZD3BVDAVQ174"
"PLFIFRP1XXX","969500J1TT860XS6YX57"
"PLGEFRP1XXX","969500L44CJLDJKS5939"
"PLHCGB2LXXX","5493007DWN0R4YBM4C84"
"PLIIUS44XXX","41W01VBG8F2D0X56VL51"
"PLIMAU21XXX","5493003C3DMC6AXXC766"
"PLINUS66XXX","8WC3XYHE06SQFW7CQK10"
"PLISIT21XXX","81560095ECFF97F31B56"
"PLLPMUMUXXX","213800D9NCAPJ37UN538"
"PLMRUS44XXX","549300BKB46CGMNC2L04"
"PLNCUS44XXX","2549009DKF775JSGXF86"
"PLNEIT22XXX","81560082E75513E14437"
"PLNINGLAXXX","8755000WYEKQWGHN7S02"
"PLNSAU61XXX","549300TNFJKKHMUPIB82"
"PLNTFR21XXX","969500ERWI0P3R7HUS93"
"PLPIDKK1XXX","549300KWRS8Y610HFO62"
"PLPSUS41XXX","254900LP7Y34Z1RR7122"
"PLRAUS52XXX","5493000Y2SW5VHHE7G86"
"PLRCGB2LXXX","4YW3JKTZ3K1II2GVCK15"
"PLRPZAJJXXX","37890048C48AAE68A959"
"PLSAFR21XXX","9695003CX6XFC915EK06"
"PLSAFRP1XXX","9695003CX6XFC915EK06"
"PLSIJEJ1XXX","2138004HYX8L6R78JV97"
"PLSMAU21XXX","254900I9E5MN7X1K9D47"
"PLSNJEJ2XXX","2138004HYX8L6R78JV97"
"PLSRGB22XXX","213800SL4BO4BO3G2468"
"PLSTUS4HXXX","5493006BHYOT6EXAZF13"
"PLTNUS44XXX","254900MSHJQMAF6B3Q76"
"PLUKGB21XXX","213800X27KHVIYF1DP61"
"PLWIIT21XXX","8156009AABF800191553"
"PMALGB21XXX","391200SAJ1O3DRMKXX08"
"PMAMFR21XXX","969500ZQYW7EC0NNLU83"
"PMAPPS22XXX","254900JQ7LG9P2LXI816"
"PMATUS44XXX","2549001HVR669OGRHG04"
"PMBBMYK1XXX","254900XMHTWLP1F4HG93"
"PMBPCZPPXXX","31570010000000036567"
"PMCBINBBXXX","3358005BIDMKAT43V857"
"PMDCUS44XXX","254900UUSQ6H8SOND073"
"PMFBMY21XXX","254900MIUP0FYBJ8KJ17"
"PMFMCH22XXX","549300RY2Y2HWOK4EV95"
"PMICUS33XXX","HL3H1H2BGXWVG3BSWR90"
"PMIFCH2LXXX","549300E7O8O2L8JKIR08"
"PMLCUS32XXX","549300Y75F32J4LE5S67"
"PMLIUS41XXX","SDCMU2LVKGV2AF1KWP64"
"PMLNGB2LXXX","213800YPC42DYBKVPF97"
"PMMAIT21XXX","815600CEA40E8ACB4608"
"PMMUUS61XXX","549300KGPYQZXGMYYN38"
